,names,scores,logfoldchanges,pvals,pvals_adj
239,PIK3CA,2.5074635,1.0143174,0.014007122835835686,0.030709410294618184
240,RNF144A,2.5007558,2.4955251,0.014278823627200898,0.03126353827462692
241,CLASP2,2.4975803,0.88728386,0.014373644386762282,0.03146151171070025
242,CBFA2T3,2.4882643,2.2299693,0.014751197879494898,0.03219917419868573
243,IGKC,2.4728053,2.4742777,0.015361872402066875,0.0334368647777022
244,LINC02234,2.4635372,3.6629698,0.01574512803421636,0.0341808590368228
245,MARCH8,2.4494138,1.4573131,0.016313702543063358,0.03526167093372146
246,TMEM108,2.4493756,2.196022,0.01632660237007435,0.035282440917451814
247,SOX13,2.4436188,2.7293913,0.016576854006183684,0.035761977596438926
248,BATF,2.4431376,2.5788097,0.016596340412557278,0.035793213698770816
249,SLC9A1,2.4379528,2.0083075,0.016814056018779066,0.03620813589743908
250,NFE2L3,2.4376352,2.0998752,0.01682798325637752,0.036234488698640384
251,IL5RA,2.4364512,5.3197412,0.01689344632153041,0.036357192183751316
252,ABCC1,2.4281619,0.91135037,0.017221019226513937,0.03699163941634427
253,ITGA9,2.421676,0.8652414,0.017505346381692904,0.037523455398742765
254,RGS6,2.4178119,2.8193133,0.017715146287576818,0.03793146250532174
255,AL359636.2,2.4172282,3.6675808,0.017746985483415346,0.03798446518678099
256,WSCD2,2.4145138,5.002913,0.017874089648013562,0.0382298003602636
257,CD226,2.4136155,1.7698922,0.017896700678333374,0.038272403374194665
258,HS3ST1,2.4113753,2.0654423,0.018005455794243005,0.03846473341818559
259,LRP1B,2.4099617,1.953452,0.018071073404798344,0.03856649065410984
260,ZC4H2,2.4090145,2.048001,0.018113451487707707,0.0386377055309265
261,VWC2,2.403671,4.8788652,0.018377844287910016,0.03914716329690498
262,AC010175.1,2.4033678,4.762702,0.018391487458853807,0.03916844344698193
263,AC113414.1,2.3952866,2.268118,0.01876271504476737,0.03986403065689007
264,NUTM2B-AS1,2.3948574,0.9739889,0.018762235013126315,0.03986403065689007
265,NME7,2.3909738,1.3120433,0.018956471360754096,0.040207969521267144
