,names,scores,logfoldchanges,pvals,pvals_adj
275,SEMA3E,12.016342,3.4680638,1.8289907349022116e-32,5.801904928882105e-31
276,EPHA6,11.9047985,3.3679168,6.519895629467356e-32,2.029211057740174e-30
277,CAVIN2,11.903509,3.109832,5.959426441873134e-32,1.860173808144505e-30
278,PDGFC,11.897458,0.8889646,3.425282355795649e-32,1.0770052028985616e-30
279,PLCB1,11.8952465,1.2722795,3.8780273856708384e-32,1.2157956031918926e-30
280,SYNE2,11.894022,1.5295036,4.4559742835411704e-32,1.3949476282665234e-30
281,LMCD1,11.882632,3.1060467,8.04754310688191e-32,2.4974169954265656e-30
282,CD34,11.8696165,3.17481,8.901982475249457e-32,2.7546047936399616e-30
283,TPO,11.815726,3.6908088,1.860821401266523e-31,5.68425272489449e-30
284,DMD,11.813832,1.641519,1.201168826839385e-31,3.711507827484693e-30
285,AC108734.4,11.809979,4.2674336,2.0694379769628122e-31,6.312521760738342e-30
286,PDGFRA,11.778117,3.2238803,2.703967206188821e-31,8.166742643593392e-30
287,CACNB2,11.76547,2.056229,2.2673225938348053e-31,6.88675151589144e-30
288,SPOCK1,11.727353,2.2646027,3.640141341564846e-31,1.082651746581367e-29
289,PARVA,11.710757,2.8442285,5.311075913029438e-31,1.5665847576204027e-29
290,SHROOM4,11.70642,2.9465845,5.685268699064276e-31,1.6746552470155815e-29
291,MAST4,11.673331,1.6607658,5.707199289432541e-31,1.6788090749326665e-29
292,AL109930.1,11.655527,3.5625875,1.0965567102333813e-30,3.1819434498301255e-29
293,ROBO2,11.652186,2.3982222,9.497063560713366e-31,2.778376957652625e-29
294,PRKAR2B,11.645849,1.4259892,7.758942126147443e-31,2.2729884556435213e-29
295,HMCN2,11.622497,4.0542784,1.6140129901713375e-30,4.6520019571551294e-29
296,AKAP12,11.618164,2.3909843,1.3140466114649039e-30,3.7925189147043605e-29
297,GHR,11.599869,3.1018643,1.9331109703280737e-30,5.549348279479948e-29
298,LRRC1,11.595057,2.2203414,1.725031281698187e-30,4.965311517414218e-29
299,MYRIP,11.583514,2.2170334,1.9451860602577896e-30,5.576546774888775e-29
300,CAV1,11.540286,2.6589131,3.34981594827239e-30,9.514364661556707e-29
301,AC025280.3,11.52704,3.5890117,4.7177674124725924e-30,1.3311553209613457e-28
302,TLL1,11.518176,2.932694,4.516165322456701e-30,1.2776338941261412e-28
303,SRPX,11.515854,4.0454183,5.5707382889691254e-30,1.5656475998512963e-28
304,LINC01697,11.476562,4.1962695,8.579858774259497e-30,2.3648649300156892e-28
305,RHOJ,11.4735155,2.9752371,7.189806473810188e-30,2.0019901659379994e-28
306,CHRM3,11.469677,2.515866,7.172575949207034e-30,2.000113376525301e-28
307,EPB41L4A,11.455131,1.7970492,6.748814877046245e-30,1.8893157470415102e-28
308,FOXO1,11.433608,1.011168,7.610867408452354e-30,2.108623264946412e-28
309,TRPC1,11.432953,2.278405,9.8359223292811e-30,2.7041220311423577e-28
310,IGFBP7,11.403026,1.6000323,1.1992653135478304e-29,3.284424697793062e-28
311,EGR1,11.381526,1.4017503,1.4886096240501835e-29,4.050982839864485e-28
312,LAMB1,11.338758,1.9574077,2.6971875215640237e-29,7.257024995284682e-28
313,DEPP1,11.327779,2.4190867,3.373182526196693e-29,9.041815761470236e-28
